hashkey;name;formula;synonyms;External_Resources
NIST-MATDB-aa4213b281a8e62fa4682957c3fc8e6a;Cr-MIL-101-NH2;;[];[]
NIST-MATDB-30467305b7a8dc4f65acd0413993bb93;Cr-MIL-101-NO2;;[];[]
NIST-MATDB-bdc9708274ac7c1acf5a4f4499e98a7c;Cr-MIL-101_amide;;[];[]
NIST-MATDB-c3f3d05e5310061ba8ce613c25689e85;Cr-MIL-101_urea;;[];[]
NIST-MATDB-001854324378e36e63a6df0176a5dcca;Cr-MOF;;[];[]
NIST-MATDB-2db944398f59188ad554f9f0f2431674;Cr-MOF fiber;;['Cr-MOF fibers'];[]
NIST-MATDB-007a5507c22df49e4ee91dff7491d558;Cr-MOF nanocrystals;;[];[]
NIST-MATDB-5082b3781070d69a4eafa3988578d622;Cr-Ni(39)X;;[];[]
NIST-MATDB-3faa0d5e53abfe01ce8c3b076929f242;Cr3(BTC)2;;[];[]
NIST-MATDB-19863594568f639822e507fadea4facf;CrBTC;;[];[]
NIST-MATDB-2233c04e736a72c3b9488ec1641501fc;CrN11100;;[];[]
NIST-MATDB-2157a513dfc34f6275882b9967d0826c;CrN11150;;[];[]
NIST-MATDB-7d14b59848b21563460146e6a6a80c13;CrN1160;;[];[]
NIST-MATDB-202be870e7debe558ad87de9d01c25f2;CrN12100;;[];[]
NIST-MATDB-52bc07c030eb16c9b8727f02092761bf;CrN12150;;[];[]
NIST-MATDB-b7545e61acbb36fb43e1c9fce31db338;CrN1260;;[];[]
NIST-MATDB-fea295d7fb08cc46a2658fd3ed97e3c8;CrN21100;;[];[]
NIST-MATDB-0852bbce8cdbb33af2fb217c26aa6a17;CrN21150;;[];[]
NIST-MATDB-227bbcbfef33bfe769d489b37ae1618a;CrN2160;;[];[]
NIST-MATDB-ae4b342a709e1ea80a4017017fa2e8aa;CrNi(39)X;;[];[]
NIST-MATDB-580b55b436c4169f96ea1af3161887ef;Crushed Luscar Coal;;[];[]
NIST-MATDB-6d0a5fa5b3f8a7a9159b176e839ab2d6;Crystalline MOF-5;;['C-MOF'];[]
NIST-MATDB-0279bcd11cee2ec6e87a556a61017cf9;Cs(I) magnetic ion-imprinted polymer (Cs(I)-MIIP);;[];[]
NIST-MATDB-75d69bcee5e61bbd2527361984929ff6;Cs+ Clinoptilolite;;[];[]
NIST-MATDB-6e06b600852a831d878e281ae41a7d6d;CS-CO2;;[];[]
NIST-MATDB-c26dd4c7039a80734a5f9aaade5f1892;CS-H20;;[];[]
NIST-MATDB-5cb38d2cf6e21a0cc452e609202b728e;CS-H2O;;[];[]
NIST-MATDB-de7bf232abf3afaa523d8b3538951cbe;Cs-rho-MOF;;[];[]
NIST-MATDB-d2f03356213d801341346f53e4c81e8a;Cs-usf-ZMOF;;[];[]
NIST-MATDB-186a18c752f4f21f76c65e4704fc7be7;cs1000;;[];[]
NIST-MATDB-51cbd7ec9c1033342182a7ceec39f48c;cs1000a;;[];[]
NIST-MATDB-7d125f83f5fb9afc77782665780d636b;cs1000a_28;;[];[]
NIST-MATDB-a851b3ed3e61f2e84da5dc2deed53316;cs1000a_h;;[];[]
NIST-MATDB-8eea01760e03739f8c15f5ee2a6edb47;cs1000_28;;[];[]
NIST-MATDB-c73b6f3f1cbfe71bc58b7ac90fc1281d;cs1000_84;;[];[]
NIST-MATDB-b33966b4f67d641db4d6c8580cd108e2;CS1000_h;;[];[]
NIST-MATDB-0051a5aabb4b11ae1beacc6db89ef6b9;cs100a_h;;[];[]
NIST-MATDB-ecaccea13d072f6df424c366d2e43b58;Cs2[Cr3O-(OOCC2H5)6(H2O)3]2[alpha-SiW12O40]*4H2O;;[];[]
NIST-MATDB-f8a7272429d8a3f2c720e09ea99f01ae;cs400;;[];[]
NIST-MATDB-f27c91895cd6a069ca61af39ecf20c94;cs400_140;;[];[]
NIST-MATDB-5434e863654b55c74a14445c09119a25;cs400_28;;[];[]
NIST-MATDB-5e11b6bcb69f8f079367eab5217d29e2;cs400_84;;[];[]
NIST-MATDB-33c161c17fa86adabe7d64afefd99acd;cs400_h;;[];[]
NIST-MATDB-c6abc18f0adf2e2d974ff56af2ebcf40;CS@Zr0.52Al0.48OOH;;[];[]
NIST-MATDB-112c61a276d0376f2f6b25dd3a337b1d;CT;;[];[]
NIST-MATDB-a9fd8f822bc9362e05e931c92f8f47b0;CTA;;[];[]
NIST-MATDB-9ccf3946281162d00cba2237bbb5d159;CTAB-FeMnOx/RGO;;[];[]
NIST-MATDB-6accbb94fc2b5b0b63423f9ceb9a76ee;CTF 2 AA (condensed for 40 hours at 400 c with 1 equivalent ZnCl);;[];[]
NIST-MATDB-445ab8dee85c99f10a70eda1f8f4fca1;CTF 2 AA (condensed for 40 hours at 450 c with 5 equivalent ZnCl);;[];[]
NIST-MATDB-9bcb14c904d54f7fea2272f9da7e3b79;CTF- 1_KCl;;[];[]
NIST-MATDB-079b2adbb455bfff4c59b4da96252d0a;CTF- 1_LiCl;;[];[]
NIST-MATDB-e714da4a538c469cac5679ff5203d3a6;CTF- 1_NaCl;;[];[]
NIST-MATDB-d6fbdacb687a20eecbad36a1cfd68f29;CTF-1;;[];[]
NIST-MATDB-2ce8dd73214cc40182b8200bfc83d53a;CTF-1-600;;[];[]
NIST-MATDB-9837a0cdc8131a2db8c79dfc89a92408;cTNT;;[];[]
NIST-MATDB-421659de2276de934ec0b02a50b3844c;CTPP;;[];[]
NIST-MATDB-83889f5abb4062381c9056f5eab9c54f;Cu(1,3-BDC)(H2O);;[];[]
NIST-MATDB-9f81b32673ab9cff65bc2c756197369f;Cu(1,3-BDC)(PY)2;;[];[]
NIST-MATDB-b00be515d5fbf1b00b2da0074a80e248;Cu(26NDC) nanosheet;;[];[]
NIST-MATDB-4f4ea6d28daf156fe67bff9501a22f94;Cu(BDC) (60mL DMF 100W Microwave);;[];[]
NIST-MATDB-fb427c78453f425332952142af2a86ff;Cu(BDC) (60mL DMF 300W Microwave);;[];[]
NIST-MATDB-f69db56576571f7f96e90fb9d18f261b;Cu(BDC) (87mL DMF 100W Microwave);;[];[]
NIST-MATDB-582849fc3db6accef26f14f5e788581e;Cu(BDC) (87mL DMF 300W Microwave);;[];[]
NIST-MATDB-69defbb815a1b2e90296326827748d96;Cu(BDC-OH);;[];[]
NIST-MATDB-fe7cce55c63740f8ec77e11623753620;Cu(BDT)(DMF);;[];[]
NIST-MATDB-8294fd75daaa6935b60b263c891a2bca;Cu(BDTri)(DEF);;[];[]
NIST-MATDB-ec7a61a3cdcf887e5c56f0d182f1049a;Cu(BF4)2(bpy)2;;['[Cu(BF4)2(bpy)2]'];[]
NIST-MATDB-8cd2e68a1fe4914b056fa23157276056;Cu(bpy)2(BF4)2;;['[Cu(bpy)2(BF4)2]'];[]
NIST-MATDB-0b91623b691f2620809823443d49b909;Cu(BTC)2;;[];[]
NIST-MATDB-3af2b8d03277489c91ea92ac602cc2ae;Cu(C10H6O6)(H2O)1.66H2O;;[];[]
NIST-MATDB-99020d660d9e42448ba40ad2e629977e;Cu(C3H3N2)2;;[];[]
NIST-MATDB-9745772587d30ba8ce8f0ba8b25695cb;Cu(C9H3N4O4)0.5(NO3)0.167(O2-)0.167(H2O)3.9;;[];[]
NIST-MATDB-2a45868ac975f1564d8f9aea29393d2f;Cu(CO2R)4;;[];[]
NIST-MATDB-2770abbcc811230bf4e91417af952fa6;Cu(dhbc)2(440-bpy);;[];[]
NIST-MATDB-4ce6b55839fdd1e486ad238df656a907;Cu(H2O)2[Pt(CN)4]*2H2O;;[];[]
NIST-MATDB-cbf640c765cd8e230699065a4c386824;Cu(hfipbb)(H2hfipbb)0.5;;['Cu-(hfipbb)(H2hfipbb)0.5', '[Cu(hfipbb)(H2hfipbb)0.5]'];[]
NIST-MATDB-8a8f6b8befba091e13b80a67b12a16d1;Cu(I)AC;;[];[]
NIST-MATDB-810f774ed06a6416ba74c19ba4d8d6c9;Cu(I)Y;;[];[]
NIST-MATDB-024028219ad4a29635e01012098fb479;Cu(I)–NaY zeolite;;[];[]
NIST-MATDB-dc94128bbaf86ffa0420cf32d4c1dc63;Cu(II)/Activated carbon;;[];[]
NIST-MATDB-46396836e450eca8da66757abdd37cec;Cu(ina)2;;[];[]
NIST-MATDB-203e2a5c19ce8308c775626bfa724679;Cu(int)2DMF;;[];[]
NIST-MATDB-b5a5c0f29be68993757584b86716b2e6;Cu(OH)2;;[];[]
NIST-MATDB-54e08b81e28ec25c45a6f9c7ebae01f6;Cu(PyenH2)(NO3)2;;[];[]
NIST-MATDB-1d4f206bba104fe1dc30bb425a56af47;Cu(Qc)2;;[];[]
NIST-MATDB-e54a5520592af782caf3a5bf8403ab5f;Cu(tpa)*(dmf);;[];[]
NIST-MATDB-a12bd1bb2911ae7b0740677b3155f311;Cu-3;;[];[]
NIST-MATDB-4f0d93ba88cea2e3c05f98d873d064f0;Cu-4;;[];[]
NIST-MATDB-babf81d2b7aa67c7a9223ef580779ebe;Cu-BDC;;['CuBDC'];[]
NIST-MATDB-49c982036ccb8804eac22e5791d67012;Cu-BTC (diethylene glycol);;[];[]
NIST-MATDB-e6efc577f933134ec39fdeec5a8312b6;Cu-BTC (ethylene glycol);;[];[]
NIST-MATDB-7e0c08e1c23cfc1785c1c50637bb85f1;Cu-BTC FMSA;;[];[]
NIST-MATDB-33b7c2dd7c67137d0a7d53b8624dee7e;Cu-BTC GCMC;;[];[]
NIST-MATDB-0bd4081c58812764f6faf2f9f49992da;Cu-BTC MFA;;[];[]
NIST-MATDB-20d7aa36608e434d9344bab88bf808f4;Cu-BTC powder;;[];[]
NIST-MATDB-58b38f910b90dfbda3a234cf7791014f;Cu-BTC tablet;;[];[]
NIST-MATDB-642a10b5682a3f4a782ffd53775ae238;Cu-BTC WDA-L;;[];[]
NIST-MATDB-5a43e235bd092b14f1a0dc1d0fa4aad4;Cu-BTC WDA-Y;;[];[]
NIST-MATDB-3c1725d7e8e1c2adb2feeb0e0b90869c;Cu-BTC-Li;;[];[]
NIST-MATDB-98f7764bf540096c99cb3a6520a01d38;Cu-BTC-PF6-1;;[];[]
NIST-MATDB-bf63b8b2ef2646e6fbaa2ed1746485c9;Cu-BTC-PF6-10%;;[];[]
NIST-MATDB-42cf34d95cc0da08b4adaf2054afe183;Cu-BTC-PF6-15;;[];[]
NIST-MATDB-60370668772b5fffacb420f9fec96c15;Cu-BTC-PF6-2;;[];[]
NIST-MATDB-22dabe1ec3aadcdd14a1be96e4a32fa5;Cu-BTC-PF6-3;;[];[]
NIST-MATDB-1917d2227608ff7ebf5f5aea33cce853;Cu-BTC-PF6-5%;;[];[]
NIST-MATDB-50c9c931ceb01191dcd80b834bc142d7;Cu-BTC-PF6-5%(exp);;[];[]
NIST-MATDB-7cd87eb2a33b385e94374e603ec7f2b9;Cu-BTC-PF6-8;;[];[]
NIST-MATDB-b5a83bcd7c3cc217dcce970677ef22ad;Cu-BTC-Tf2N-1%;;[];[]
NIST-MATDB-0c12f27ce32545eeb24dc0ddca2dca18;Cu-BTC-Tf2N-10;;[];[]
NIST-MATDB-22b6ec590500c59ec879ac18507fc807;Cu-BTC-Tf2N-3;;[];[]
NIST-MATDB-f53201e44deea41590ec147562de3a4a;Cu-BTC-Tf2N-5%;;[];[]
NIST-MATDB-3074b9ace19d55b49f0263e263ac03c5;Cu-BTC-Tf2N-8;;[];[]
NIST-MATDB-3bf43df914b3a8c3b6be9ab41b1320e1;Cu-BTEC;;[];[]
NIST-MATDB-6314ef7e6bdc7dcfa8cda20f5878094f;Cu-BTTri;;['CuBTTri'];[]
NIST-MATDB-eb3824782d36a467f119fc7c4e6b83f9;Cu-CHD;;[];[]
NIST-MATDB-4092ca2b1dd76e307308821db726503b;Cu-DABCO;;['CuDABCO'];[]
NIST-MATDB-9824c37da8222b5401e94cd3132c743b;Cu-DABCO-MOF;;[];[]
NIST-MATDB-cca4e12142dc1edf517bc1b924b28827;Cu-DDQ;;[];[]
NIST-MATDB-84d28b0fbebc226ddb4414e096a510aa;Cu-DMOF-TM;;[];[]
NIST-MATDB-6b401b60f11fa8853f5b1f5c4c3e6464;Cu-DOBDC (DREIDING Parameters-Universal Force Field + TraPPE Model);;[];[]
NIST-MATDB-538bd03ac72c166743a59dc8a6dfd96d;Cu-F-MOF-4B;;[];[]
NIST-MATDB-e97dde611e682053e75a45cfbbb60471;Cu-FDA-1;;[];[]
NIST-MATDB-51830f688f27b5fc9d2c7bb8c164f856;Cu-FDA-2a;;[];[]
NIST-MATDB-c61ae662b6906680b2499ce28dd6f58d;Cu-FDA-2b;;[];[]
NIST-MATDB-3abfbea881f358c12f2ac195f20f6720;Cu-hfipbb;;[];[]
NIST-MATDB-3b3e8d3742fee1969162f75b74614acc;Cu-HKUST-1;;[];[]
NIST-MATDB-6675c17c2805fd9c5b01993b6525cb67;Cu-HKUST-1 (DREIDING Parameters-Universal Force Field + TraPPE Model);;[];[]
NIST-MATDB-b7d9223b9f52c26cbeabc52418e13a61;Cu-IIAFMS;;[];[]
NIST-MATDB-241b28871eeee3a5c385a7fcd8cc2090;Cu-IRMOF-1;;[];[]
NIST-MATDB-860990dbb951ed79bd2c675a33cb76f1;Cu-Iso-MOF;;[];[]
NIST-MATDB-39c63c0f2ba901919f281a492b50a8a3;Cu-MCM-BTC;;[];[]
NIST-MATDB-f6f4db188236485e21bfaae61dfc58dc;Cu-MMOM;;[];[]
NIST-MATDB-7afa6cd2b9010a5fee66c761d34f79ff;Cu-MOF;;[];[]
NIST-MATDB-fb60fea277cfe94c25e127dc140ef18c;Cu-MOF (1st wash);;[];[]
NIST-MATDB-938873ae69edf9790dcc86155df67bb2;Cu-MOF (3rd wash);;[];[]
NIST-MATDB-326bb29fc89655efb78b7a43c8372db3;Cu-MOF-1;;[];[]
NIST-MATDB-b3e511aca4d79475c111058a74cce21e;Cu-MOF-2;;[];[]
NIST-MATDB-3f8d4c84617bf46a5761c30fc4b32be0;Cu-MOF-5;;[];[]
NIST-MATDB-2dcd78762c5032d1b5b3a93ef6f898b5;Cu-MOF-74;;['CPO-27-Cu'];[]
NIST-MATDB-ce5c11f59b508f1f79954fe788fcac4a;Cu-MOF-CTAB;;[];[]
NIST-MATDB-c0e70f61a3d56f5246217f946295381d;Cu-MOF-CTAB (1st wash);;[];[]
NIST-MATDB-04374f12a4dc218fe69b8f3c7c7220bf;Cu-MOF-NO3;;[];[]
NIST-MATDB-b94a052bf575b81d590c0a8573eea0bf;Cu-MOF-P123;;[];[]
NIST-MATDB-df650742fcad17909fcce77ab92c4a28;Cu-MOF-P123 (1st wash);;[];[]
NIST-MATDB-c1a793a87129cf8f4d92907d8026b14f;Cu-MOF-P123 (3rd wash);;[];[]
NIST-MATDB-a2783d153ce11f85e61e59cbaefc5c92;Cu-MOF-SDS;;[];[]
NIST-MATDB-36aea41c0f12ee7f7520dd971e4d71f2;Cu-MOF-SiF6;;[];[]
NIST-MATDB-e93a80d9f9804ad01ce4bfc6c1e85808;Cu-MOF/MCF(M)-COOH;;[];[]
NIST-MATDB-1bdd692f08bfc9bcdb4b195be8c8f199;Cu-PCN;;[];[]
NIST-MATDB-a42dcbd9f8c78e2056c875ebae14e001;Cu-SAPO-34;;[];[]
NIST-MATDB-ed5049cd0f3b495ea431f5c70dd110be;Cu-SDU-1;;[];[]
NIST-MATDB-603aaadca73fbef155faffc549e937ff;Cu-SDU-1 (100 degrees C);;[];[]
NIST-MATDB-597ce8e24ddc4c43fcd7424520c8c58c;Cu-SDU-1 (40 degrees C);;[];[]
NIST-MATDB-f8fc01bcc21dc7a14b31c6fb5ab3c30b;Cu-SDU-1 (80 degrees C);;[];[]
NIST-MATDB-2e483bce684149cebf8597e4e645b1de;Cu-SIP-3;;[];[]
NIST-MATDB-4e10e56b4d3f17e1fe7381359cee17a9;Cu-SSZ13;;[];[]
NIST-MATDB-4ba957f37a91c6606d47692e11254442;Cu-TBA-1;;[];[]
NIST-MATDB-c138d0b1db73fa54d85a1fa1f34971cf;Cu-TBA-2;;[];[]
NIST-MATDB-ccb48d779c95e33b390e3fa226df7460;Cu-TBA-2F;;[];[]
NIST-MATDB-dd648c6388274576eaa6f506d849b3f9;Cu-TDPAT;;[];[]
NIST-MATDB-8f40a1b709a28d36541be418a6942f45;Cu-TDPAT and IRMOF-8;;[];[]
NIST-MATDB-1a674d4d6bef939cd8a9c11f83c6ca64;Cu-TEI;;[];[]
NIST-MATDB-0202c8c0517a5cf803961b78a0faa47f;Cu-TPBTM;;[];[]
NIST-MATDB-65a9ffbdc31f93050fd2a2f8516b4d4a;Cu/MCM-41;;[];[]
NIST-MATDB-aab2b57a66064eddde86e1623966c682;Cu/MIL-101(Cr);;[];[]
NIST-MATDB-8aceadf6818c0cfeeeb6652ddedd94ae;Cu/ZnO@MOF-5;;[];[]
NIST-MATDB-6a239f6712ec16e57c951e0f22230973;Cu0.5Co0.5@SiO2;;[];[]
NIST-MATDB-66ac761518baef20faa6f5cd8795e5fc;Cu0.97Zn0.03(nim)2;;[];[]
NIST-MATDB-539e4048220bc58171f53f0426b33f37;Cu1.6Mn1.4[Co(CN)6]2;;[];[]
NIST-MATDB-f5144c0dad75d197f715b89a81ff3ded;Cu2(BTC)3;;[];[]
NIST-MATDB-8b2d60ba90d1dcecb4e9470f32533561;Cu2(C6H4(PO3H)2)2(C2H4N4)2(H2O)3;;[];[]
NIST-MATDB-ad457749da2b9262cffbe1779f51b0ed;Cu2(dhtp);;[];[]
NIST-MATDB-fe08df81ae0b1ff9f883222e5c62a492;Cu2(dobdc);;[];[]
NIST-MATDB-68dba69e0eae19ec2758217227b2144d;Cu2(O2CH)4;;[];[]
NIST-MATDB-3098b9842c1c069e728c87fa494d9e50;Cu2(OH)(C8H3O7S)(H2O)2H2O;;[];[]
NIST-MATDB-41f5b6629f607beab30d326127f3f5d7;Cu2(PDC)2;;[];[]
NIST-MATDB-8e32dacd1b0fe60930571b4a6eeaf9f2;Cu2(phbpz)]*2DEF*MeOH;;[];[]
NIST-MATDB-73e04aebad4ff11e6ee2acaba91586d7;Cu2(tptc);;[];[]
NIST-MATDB-8e810cf71672b4d02c5ed1e912bc8352;Cu2(TPTC-OEt);;[];[]
NIST-MATDB-c68237b62e0c4cae63f6078cb7b05813;Cu2(TPTC-OMe);;[];[]
NIST-MATDB-5191f8b88950d30891174cd7102e6fa2;Cu2(TPTC-O^n Hex);;[];[]
NIST-MATDB-ccbbabcd57e1bde75a7c12f39ab5c715;Cu2(TPTC-O^n Pr);;[];[]
NIST-MATDB-bf9927d14fb6a4afea8952bdf4c3ced9;Cu2+@MSNs-(CO2-)2;;[];[]
NIST-MATDB-7117efa5520227587e95e9afc63dda82;Cu2-Framework;;[];[]
NIST-MATDB-d009a81f151944bd5fb9c857623d5a2e;Cu2.3Mn0.7[Co(CN)6]2;;[];[]
NIST-MATDB-a7ed5a45c11927c617bbc11ceeed65cd;Cu2C23H23NO14;;[];[]
NIST-MATDB-c49c5ce4c7d4eeeb0110bb6fae6c6df9;Cu2Cl(OH)3;;[];[]
NIST-MATDB-7d0e9a43170a1ef1f9e655f4752284e7;Cu2I2(BTTP4);;[];[]
NIST-MATDB-2c8b6595574c5c1974da6d42922cf15b;Cu2L;;[];[]
NIST-MATDB-2d50e1924897de042857c19b0519114f;Cu2L^2;;['Cu2L2'];[]
NIST-MATDB-b18a61f5378d2378b1a22c897ecb9038;Cu2L^3;;['Cu2L3'];[]
NIST-MATDB-8f0df46f04d46ad921ad06edc348206c;Cu2O;;[];[]
NIST-MATDB-931b4a66ede38d35742a9d5f2635b66e;Cu2TPTC-Me;;[];[]
NIST-MATDB-a925512e609f27972d4fba1cc311ab57;Cu2V4O16-2D;;[];[]
NIST-MATDB-2ea14478e4be5a7b6bf8c5c2e446e2dc;Cu2[Fe(CN)6];;[];[]
NIST-MATDB-25220eb44a3692eca73b7320487e3d56;Cu3(btc)2(3-picolylamine)2;;[];[]
NIST-MATDB-9be098bc09f974e68e8cf309252a7edd;Cu3(btc)2(4-picolylamine)1.5;;[];[]
NIST-MATDB-5b6a51105a55bc75739c21c4b852bb3d;Cu3(btc)2(en)2.4;;[];[]
NIST-MATDB-627acabd9ca950805c21a3eeb5a77106;Cu3(btc)2/GO-h;;[];[]
NIST-MATDB-afacf62fdda4920fa0794819ac8513c2;Cu3(btc)2/GO-l;;[];[]
NIST-MATDB-71a59952aa083f1cf399552468dc1d84;Cu3(btc)2/GO-m;;[];[]
NIST-MATDB-17ddedd4ee7b8fe7e3ee6cff670333a1;Cu3(BTC)2@TiO2;;[];[]
NIST-MATDB-5e8d36db7dd4baa35636898ed4dfd622;Cu3(cdm)4;;['[Cu3(cdm)4]'];[]
NIST-MATDB-342fc1d93ed53875ada158f7c632a025;Cu3(NH2btc)2;;[];[]
NIST-MATDB-c8b1b15c49fde28906322ef8433987ad;Cu3(TATAB)2(H2O)3*8DMF*9H2O-HBr;;[];[]
NIST-MATDB-8584d46e850446446b756716fa5acbe2;Cu3(TATAB)2(H2O)3*8DMF*9H2O-HCl;;[];[]
NIST-MATDB-136824a76c687c9b81387affe732c35b;Cu3(TATAB)2(H2O)3*8DMF*9H2O-HF;;[];[]
NIST-MATDB-a9f4e35c51a2d0f9dc540357527c374d;Cu3(TATB)2(H2O)3;;[];[]
NIST-MATDB-5647155eecc74e65fb6d9ac5ac5fa51a;Cu3BTC2/Chitin Composite;;[];[]
NIST-MATDB-8045ac765e4d52e258d4122465dd3ba5;Cu3[(Cu2.9Mn1.1Cl)3(BTT)8]2*2CuCl2;;[];[]
NIST-MATDB-2297d7c63c098bd0af95e97775c447a8;Cu3[Co(CN)6]*yH2O;;[];[]
NIST-MATDB-0652e9baa78c3648b5188c8259ebfd84;Cu3[Co(CN)6]2;;[];[]
NIST-MATDB-dd0cb52c67a128b0561e7e118cea90a2;Cu3[Fe(CN)6]*yH2O;;[];[]
NIST-MATDB-28426b8f5e13a0a892b223b4aaf0d913;Cu3[Fe(CN)6]2;;[];[]
NIST-MATDB-9dd19b805c35cf8913b2261dd58629f2;Cu3[Ir(CN)6]*yH2O;;[];[]
NIST-MATDB-b2f9e60c6bd2ab4e5e394fa3aaae3ce5;Cu3[Ir(CN)6]2;;[];[]
NIST-MATDB-b1b7fe9849b85a32810ca0f6ab4b601a;Cu4(OH)2(C8H3O7S)2;;[];[]
NIST-MATDB-131561a9c4397701401418888900aaff;Cu4Cl3(btt)8;;[];[]
NIST-MATDB-c0283a29c12eddcb2259c6fbd65aea6f;Cu5[L2]2(H2O)6;;[];[]
NIST-MATDB-64ebd1367a514f13b84dd1fe46213842;Cu6(Trz)10(H2O)4[H2SiW12O40]·8H2O;;[];[]
NIST-MATDB-e58cddfe20b02ea9f8f0a183dca8e399;Cu@MOF-177;;[];[]
NIST-MATDB-42754d921234b2f2fc728752df8088a3;Cu@MOF-5;;[];[]
NIST-MATDB-f766fe978bc80145dae6b488e1545309;Cu@SiO2;;[];[]
NIST-MATDB-8f468ffbc5f950e8710701d7e72f0fe0;CuAl2O4 spinel, 1073K;;[];[]
NIST-MATDB-e5ba75d0425900d6381b215526aa01cd;CuAl2O4 spinel, 1273K;;[];[]
NIST-MATDB-74fbaea42891fbbac3c574fbb3c776f2;CuAl2O4 spinel, 673K;;[];[]
NIST-MATDB-6793723516e18876e40c44924f940f53;CuAl2O4 spinel, 873K;;[];[]
NIST-MATDB-2a818136b6f1ac17b9ebbaee77f40732;CuAl2O4 spinel, dried gel;;[];[]
NIST-MATDB-26e2f740bef17eb96435357781ddd33c;CuAlF4.5(OH)0.5(H2O)[HAmTAZ]2;;[];[]
NIST-MATDB-9e86be03a0b15343b0fc2d4b9c31e6d9;CuBDC bulk;;[];[]
NIST-MATDB-b9c74b8938136840dd2cdf3fb6c40324;CuBDC nanosheet;;[];[]
NIST-MATDB-7d3b2d55e339907622d3022bb419c2ac;CuBDP-C2H5;;[];[]
NIST-MATDB-51b2e75849ff093478a36d519195ae5d;CuBDP-CH3;;[];[]
NIST-MATDB-3adc686200e83c9fd1bc039cc4514175;CuBDT;;[];[]
NIST-MATDB-a3756eac2b7623eeb147bf6d55a117d1;Cubic PB;;[];[]
NIST-MATDB-fe98707460085e4bfd987a1ccdaddbcc;CuBOTf;;[];[]
NIST-MATDB-b647fef3e0842f260f381fdf987614be;CuBTB;;[];[]
NIST-MATDB-991daf7313251e7e607e2bab2da57e33;CuBTC;;['Basolite C300', 'C300', 'Cu-BTC', 'Cu3(BTC)2', 'HKUST-1', 'MOF-199'];[{'name': 'CCDC', 'values': ['112954']}, {'name': 'DOI', 'values': ['10.5517/cc3sjp2']}, {'name': 'COD', 'values': ['4506376']}, {'name': 'CSD', 'values': ['FIQCEN']}]
NIST-MATDB-5e8762862871ea4eaa3428b476efb14c;CuBTC (AsH3 dry);;[];[]
NIST-MATDB-56b849604c673d0394ed948534a07906;CuBTC (AsH3 wet);;[];[]
NIST-MATDB-7f6983264f9fe5265ca4deae805a1561;CuBTC (H2S dry);;[];[]
NIST-MATDB-2c9ac86b3693b7c74544d99196375906;CuBTC (H2S wet);;[];[]
NIST-MATDB-e3fedf491c3b538f689eca0cce7bfcf0;CuBTC (Lamia);;[];[]
NIST-MATDB-91439cc39767042220016914e0eb787e;CuBTC (NH3 dry);;[];[]
NIST-MATDB-6f2c82d2690a0d4b3fded910b4b8b1b4;CuBTC (Rubes);;['CuBTC(Rubes)'];[]
NIST-MATDB-6c9dff8c3dd9dcf1c5f976f886222ed2;CuBTC 100/100;;[];[]
NIST-MATDB-90d81ef4b0b6588fd40875a146a3360b;CuBTC 50/110;;[];[]
NIST-MATDB-35f72795fd27dbc5296740e5e097af0f;CuBTC 75/110;;[];[]
NIST-MATDB-e25da32281d35800ad0c7161be3e6ddb;CuBTC 75/140;;[];[]
NIST-MATDB-6884b728736d834a811bbe4c60efad77;CuBTC 75/80;;[];[]
NIST-MATDB-141e97fa46ad04c43b635b6b5e110266;CuBTC Membrane;;[];[]
NIST-MATDB-576f6dae8111ff0bfdbcab4468f706dc;CuBTC(22%H6,78%H9);;[];[]
NIST-MATDB-41ad4798b5f29db98175c593b3ffc047;CuBTC(24%H9, 76%H12);;[];[]
NIST-MATDB-66f8eca2834e69970f434e71d6cd1f0e;CuBTC(66%H1,16%H3,18%H6);;[];[]
NIST-MATDB-6d8c3507d9468c8b2b45dce6c1bf4de6;CuBTC(85%H6,15%H9);;[];[]
NIST-MATDB-083ee263712fa41d5ed2902450b5fbc5;CuBTC(Cu);;[];[]
NIST-MATDB-5f26ffd7fbb07accbb9553cf86c3b23a;CuBTC(H1);;[];[]
NIST-MATDB-035080eb839d4d2099e6b8540c206220;CuBTC(H48);;[];[]
NIST-MATDB-b99ad15c658fcfe5f39b3cf0bf44a97a;CuBTC*S12.5;;[];[]
NIST-MATDB-451ab438cfcb8f20539447aa4fbe02dc;CuBTC-At;;[];[]
NIST-MATDB-2ebdd8bc7ef26d6f3b0a46636b026fa7;CuBTC-bridges-Pt/AC;;[];[]
NIST-MATDB-e829731c60f44b2f5695728a7a8a6311;CuBTC-MW;;[];[]
NIST-MATDB-a2b4b85fdfed633cb1cbe822ea7e1726;CuBTC-MW@H3PW12O40;;[];[]
NIST-MATDB-234b26c3d701adb954b9dc22e7798917;CuBTC-P1000;;[];[]
NIST-MATDB-a70d61d19af584c89f0ab6952261764b;CuBTC-P10000;;[];[]
NIST-MATDB-74f77a244c9189d5c4f05b852a0cb027;CuBTC/CF;;[];[]
NIST-MATDB-3a36a36b769b21fa7cf7a3da6858b61c;CuBTC/GO;;[];[]
NIST-MATDB-c2d30727f3d5eb3189f8f968a15c78cb;CuBTC/GO-U1;;[];[]
NIST-MATDB-1f74be2eb5f573adf2db3b36f67d82de;CuBTC/GO-U2;;[];[]
